author,date,address,bank,rating,review_title_by_user,review,bank_image,rating_title_by_user,useful_count,clean_review,review_length,sentiment
ANONYMOUS,2020-01-31,Chennai,IDBI,5.0,"""Good Account""","I have taken my savings account from IDBI bank around 5 years back because the branch was near from my place like a walk able distance. The service is very good. I need to hold the minimum balance of Rs. 1000.  I'm using the net banking facility. They are not deducting any kind of hidden charges. I can withdraw up to Rs. 50,000 from my ATM.",https://static.bankbazaar.com/images/common/bank-logo/idbi.png,Blown Away!,4,i have taken my savings account from idbi bank around 5 years back because the branch was near from my place like a walk able distance the service is very good i need to hold the minimum balance of rs 1000 im using the net banking facility they are not deducting any kind of hidden charges i can withdraw up to rs 50000 from my atm,66,Satisfied
K P,2020-01-31,Chennai,HDFC Bank,4.0,"""Good Bank""",I have opened my savings account from HDFC and the branch is in nearby my home hence its easy to access so that i have selected this bank. Even though its a savings account but my salary is getting credited to this account. Its good to use the net banking facility and I didn't face any problem in the mobile app.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Great!,0,i have opened my savings account from hdfc and the branch is in nearby my home hence its easy to access so that i have selected this bank even though its a savings account but my salary is getting credited to this account its good to use the net banking facility and i didnt face any problem in the mobile app,61,Satisfied
N   KUMAR,2020-01-31,Palwal,SBI,5.0,"""Good Service""","I am using SBI saving account which i am holding from the year of 2004,  it is with me for the past 16 years. I am using net banking as well as mobile banking service both are used for money transfer. The credit card bill payment and also for recharge. Banking service is very comfortable and much satisfied.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0,i am using sbi saving account which i am holding from the year of 2004 it is with me for the past 16 years i am using net banking as well as mobile banking service both are used for money transfer the credit card bill payment and also for recharge banking service is very comfortable and much satisfied,58,Satisfied
ANKITHA,2020-01-31,Mangalore,Unknown,4.5,"""Convenient banking""",I'm holding the salary account from Karnataka Bank for more than a year. The account was opened by the company and its a zero balance account hence I don't have to maintain any minimum balance. Its convenient to use the net banking facility and mobile app is working fast. I use to get immediate notification whenever I do the transaction.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Excellent!,0,im holding the salary account from karnataka bank for more than a year the account was opened by the company and its a zero balance account hence i dont have to maintain any minimum balance its convenient to use the net banking facility and mobile app is working fast i use to get immediate notification whenever i do the transaction,60,Satisfied
S N,2020-01-30,Bangalore,Unknown,5.0,"""Good Account""",I have selected Union bank to open my savings account on 1.5 years back because its  Government bank which located near to my house. Its a zero balance account. I went to their branch to open this account and the response was superb. Its easy to access their net banking facility.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,6,i have selected union bank to open my savings account on 15 years back because its government bank which located near to my house its a zero balance account i went to their branch to open this account and the response was superb its easy to access their net banking facility,51,Satisfied
S N,2020-01-30,Bangalore,Axis Bank,5.0,"""Process is good""","I have opened the salary account from AXIS bank in the year of 2017. From my company they have provided this account.  Its a zero balance account. Its good to use the Internet banking and mobile app facility. There will be a charges for other ATM withdrawals as per RBI rules. Through SMS, i get the notification immediately whenever I do the transaction.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0,i have opened the salary account from axis bank in the year of 2017 from my company they have provided this account its a zero balance account its good to use the internet banking and mobile app facility there will be a charges for other atm withdrawals as per rbi rules through sms i get the notification immediately whenever i do the transaction,63,Satisfied
S,2020-01-30,New delhi,SBI,4.5,"""Good account""",I have SBI Saving account for the past 9 years .I will be getting message alert as well as email alerts.Customer service is also good and getting good response if contact for any assistance. According to my experience with this bank banking service is much comfortable and satisfied .,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Excellent!,0,i have sbi saving account for the past 9 years i will be getting message alert as well as email alertscustomer service is also good and getting good response if contact for any assistance according to my experience with this bank banking service is much comfortable and satisfied,48,Satisfied
Anonyms,2020-01-30,Chennai,Unknown,4.0,"""Good salaried account""","20 years before, my company has provided me a salary account from Indian Overseas Bank. I need to hold a minimum balance of Rs. 1000 since I'm a existing customer if I'm a new customer i need to maintain a minimum balance of Rs. 5000. I have not activated the net banking and mobile app facility. I could see the branches in all the locations.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,3,20 years before my company has provided me a salary account from indian overseas bank i need to hold a minimum balance of rs 1000 since im a existing customer if im a new customer i need to maintain a minimum balance of rs 5000 i have not activated the net banking and mobile app facility i could see the branches in all the locations,65,Satisfied
SAN,2020-01-30,New delhi,Axis Bank,4.5,"""Best saving account""",I have opened the savings account from Axis bank before 1.6 years ago and I have went to the branch directly to open this account. No need to maintain a minimum balance . Its easy to access the Internet banking and mobile app. Branch experience is also good.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Excellent!,0,i have opened the savings account from axis bank before 16 years ago and i have went to the branch directly to open this account no need to maintain a minimum balance its easy to access the internet banking and mobile app branch experience is also good,47,Satisfied
GAURAV,2020-01-30,Jaipur,HDFC Bank,5.0,"""Best bank ""","I am using HDFC  Bank savings account for more than 5 years. I never withdrawn cash, generally i use UPI, Net banking,  Google pay and more for an easy payment. I spoke to bank executive directly, it was good.  This overall service and responsiveness was good.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0,i am using hdfc bank savings account for more than 5 years i never withdrawn cash generally i use upi net banking google pay and more for an easy payment i spoke to bank executive directly it was good this overall service and responsiveness was good,46,Satisfied
KUMARAIYA  A,2020-01-30,Coimbatore,Unknown,5.0,"""Best savings account""","I am holding  savings account with Indian bank for more than 20 years. I need to maintain minimum balance of Rs. 1,000. There is no hidden charges in this bank. I am using mobile app and it is very user friendly to access. ATM and branches are near and convenient.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1,i am holding savings account with indian bank for more than 20 years i need to maintain minimum balance of rs 1000 there is no hidden charges in this bank i am using mobile app and it is very user friendly to access atm and branches are near and convenient,50,Satisfied
DU,2020-01-30,Pune,Kotak,4.0,"""Good service""",I have been having saving account with KOTAK BANK for more than 2 years. It is a zero balance account. ATM charges are avail   but usually I use to do transaction less than that and mostly I use online transaction. ATMs and branches services are good.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Great!,1,i have been having saving account with kotak bank for more than 2 years it is a zero balance account atm charges are avail but usually i use to do transaction less than that and mostly i use online transaction atms and branches services are good,46,Satisfied
RANG,2020-01-30,Pune,Unknown,5.0,"""Good service""",I have been maintain a salary account with COSMOS COOPERATIVE BANK for the past 12 years. No need to maintain a minimum balance account. I am using mobile app and net banking both are good to access.  I use to get  alert message on time whenever I do a transaction.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1,i have been maintain a salary account with cosmos cooperative bank for the past 12 years no need to maintain a minimum balance account i am using mobile app and net banking both are good to access i use to get alert message on time whenever i do a transaction,50,Satisfied
E P S,2020-01-30,Kochi,Axis Bank,5.0,"""Good account""","Opened my salary account from Axis bank because my friend recommended me to chose this account. Its a zero balance account. Its good to use the net banking facility and mobile app. I went to the Angamally branch and they are responding well to the customer but in call centre, they are not giving proper response which they need to improve.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0,opened my salary account from axis bank because my friend recommended me to chose this account its a zero balance account its good to use the net banking facility and mobile app i went to the angamally branch and they are responding well to the customer but in call centre they are not giving proper response which they need to improve,61,Satisfied
TARLA,2020-01-30,Hyderabad,Unknown,4.5,"""Good service""","I hold salary account with Andhra Bank from 2013. I use mostly net banking and other app for transaction. I will not go for ATM withdrawal. Transaction are free in same bank ATM, in other bank if we exceed 5 transaction they charge Rs.21. Mobile application user friendly. The minimum balance need to maintain is Rs.1000.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Excellent!,3,i hold salary account with andhra bank from 2013 i use mostly net banking and other app for transaction i will not go for atm withdrawal transaction are free in same bank atm in other bank if we exceed 5 transaction they charge rs21 mobile application user friendly the minimum balance need to maintain is rs1000,56,Satisfied
KUMAR,2020-01-30,Hyderabad,Unknown,5.0,"""Good service""","I will get good response from BANK OF BARODA always when I reach out to branch. I am holding savings account for more than 4 years. Minimum balance need to maintain is Rs.1000, if not I will get notification message.  All same bank ATM transactions are free, it is chargeable in other bank after 5 transactions.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,0,i will get good response from bank of baroda always when i reach out to branch i am holding savings account for more than 4 years minimum balance need to maintain is rs1000 if not i will get notification message all same bank atm transactions are free it is chargeable in other bank after 5 transactions,56,Satisfied
S,2020-01-30,Kolkata,SBI,5.0,"""Best savings account""",I have opened my savings account in SBI before 5 years back. My experience is very very good and I like the customer service is also good. I need to maintain a minimum balance of 3K. I took an International debit card and annual fee is there not sure .,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0,i have opened my savings account in sbi before 5 years back my experience is very very good and i like the customer service is also good i need to maintain a minimum balance of 3k i took an international debit card and annual fee is there not sure,49,Satisfied
Anonyms,2020-01-30,Chennai,Kotak,4.0,"""Growing bank""",I have opened the 811 savings account from Kotak Mahindra bank. I have applied the savings account through online but i have never made any transaction till now. I don't need to visit the branch directly and i can do everything through online so i have selected this bank. I have logged on to their net banking its easy to access. Collection executive came to my place to get all my documents.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Great!,0,i have opened the 811 savings account from kotak mahindra bank i have applied the savings account through online but i have never made any transaction till now i dont need to visit the branch directly and i can do everything through online so i have selected this bank i have logged on to their net banking its easy to access collection executive came to my place to get all my documents,72,Satisfied
S K S,2020-01-30,Chennai,HDFC Bank,4.0,"""Okay Account""","I have been started using the salary account from HDFC account 3.5 years ago. Its a zero balance account. I can withdraw up to Rs. 20,000 per day. Once i have visited the branch to give the change of address request and the response was okay and the staff was helpful. People doesn't have any current address proof, they must provide the option to update the address in online.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Great!,0,i have been started using the salary account from hdfc account 35 years ago its a zero balance account i can withdraw up to rs 20000 per day once i have visited the branch to give the change of address request and the response was okay and the staff was helpful people doesnt have any current address proof they must provide the option to update the address in online,69,Satisfied
RAMANATH,2020-01-30,Bangalore,Unknown,4.0,"""Average services""","I have a savings account with Corporation Bank for past 5 years. I am using Debit card there is no transaction fee in same bank ATM withdrawal, only 3 transaction are free further they will be charging Rs.20 for each. Minimum balance need to maintain is Rs.100. Notifications are send on time.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,2,i have a savings account with corporation bank for past 5 years i am using debit card there is no transaction fee in same bank atm withdrawal only 3 transaction are free further they will be charging rs20 for each minimum balance need to maintain is rs100 notifications are send on time,52,Satisfied
R,2020-01-29,Chennai,HDFC Bank,5.0,"""Good""","My salary account is maintained in HDFC Bank for nearly 1.5 years. It is a zero balance account, no need to maintain minimum balance. Till now there was no issues, the rate of interest is very less for the loans and there is no hidden charges moreover its a friendly bank according to my experience. I am using the online service which is very good.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0,my salary account is maintained in hdfc bank for nearly 15 years it is a zero balance account no need to maintain minimum balance till now there was no issues the rate of interest is very less for the loans and there is no hidden charges moreover its a friendly bank according to my experience i am using the online service which is very good,65,Satisfied
NARESH,2020-01-29,Palwal,HDFC Bank,5.0,"""Good service""","I am using HDFC Bank saving account which was recently opened by myself.I am using net banking as well as mobile banking service  both are used for money transfer ,credit card bill payment and also for recharge.Customer service is also good and i am satisfied with the service so far.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0,i am using hdfc bank saving account which was recently opened by myselfi am using net banking as well as mobile banking service both are used for money transfer credit card bill payment and also for rechargecustomer service is also good and i am satisfied with the service so far,50,Satisfied
CHIKKANNAGARI  A,2020-01-29,Raichur,Axis Bank,2.0,"""Need to improve in service""","My salary account is maintained with AXIS Bank, i am doing all my transactions through this Bank and Its been 4 years. There is no requirement for minimum balance. The branch is near to my residence. Customer service and responsiveness was not good, need to improve in their service.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Expected more,2,my salary account is maintained with axis bank i am doing all my transactions through this bank and its been 4 years there is no requirement for minimum balance the branch is near to my residence customer service and responsiveness was not good need to improve in their service,49,Dissatisfied
C,2020-01-29,Raichur,HDFC Bank,4.0,"""Best savings account""","HDFC is a very good bank, their executive is understanding the customer concern and ready to help at any cost.  I have been using the savings account for last 4 months. I have to maintain minimum balance of 10,000 rupees.  The customer service and responsiveness are good.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Great!,0,hdfc is a very good bank their executive is understanding the customer concern and ready to help at any cost i have been using the savings account for last 4 months i have to maintain minimum balance of 10000 rupees the customer service and responsiveness are good,47,Satisfied
ANONYMOUS,2020-01-29,Kolkata,Axis Bank,5.0,"""Good Bank""","I have opened the salary account from Axis bank from many years ago and I have went to the branch to open this account. Need to maintain a minimum balance of Rs. 10,000. Its easy to access the Internet banking and mobile app.  Branch experience is not good because the employees are not proper service.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0,i have opened the salary account from axis bank from many years ago and i have went to the branch to open this account need to maintain a minimum balance of rs 10000 its easy to access the internet banking and mobile app branch experience is not good because the employees are not proper service,55,Satisfied
GOWNI,2020-01-29,Hyderabad,SBI,3.0,"""Average Service """,I have SBI Saving account for the past 5 to 6 years .I will be getting message alert as well as email alerts.Customer service is also good and getting good response if contact  for any assistsance .According to my experience banking service is much comfortable and satisfied .,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Satisfactory,1,i have sbi saving account for the past 5 to 6 years i will be getting message alert as well as email alertscustomer service is also good and getting good response if contact for any assistsance according to my experience banking service is much comfortable and satisfied,47,Average
ANONYMOUS,2020-01-29,Nellore,SBI,5.0,"""Good Bank for loan purpose""","When my father taken the housing loan, they have asked me to opened the savings account from SBI. 6 months before, i opened this account. I need to maintain a minimum balance of Rs. 3000. I don't activate the net banking facility and mobile app. When i went to the branch the service was good.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,1,when my father taken the housing loan they have asked me to opened the savings account from sbi 6 months before i opened this account i need to maintain a minimum balance of rs 3000 i dont activate the net banking facility and mobile app when i went to the branch the service was good,55,Satisfied
B K,2020-01-29,Nellore,Unknown,5.0,"""Better banking experience""","Andhra bank is near to my house hence its better for me to walk in the branch. For cash deposit purpose, i have opened the savings account from this bank. I need to maintain a mandatory balance amount of Rs. 1000. I'm using the mobile banking of this bank and its easy to the fund transfer also.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1,andhra bank is near to my house hence its better for me to walk in the branch for cash deposit purpose i have opened the savings account from this bank i need to maintain a mandatory balance amount of rs 1000 im using the mobile banking of this bank and its easy to the fund transfer also,57,Satisfied
S S B,2020-01-29,Pune,HDFC Bank,3.0,"""Best savings account ""","I have been using HDFC salary account for almost 3 years. They have provided me a Internet banking, mobile banking which is good. Its a hassle free account to use because i never faced any problems till now, customer service and responsiveness was good.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Satisfactory,0,i have been using hdfc salary account for almost 3 years they have provided me a internet banking mobile banking which is good its a hassle free account to use because i never faced any problems till now customer service and responsiveness was good,44,Average
ANONYMOUS,2020-01-28,Bangalore,HDFC Bank,2.0,"""Improve on communication skills""","HDFC customer care service is not good  because I  had a deal with the branch for more than 5 times for a single issue. This was my salary account at earlier and it was converted into savings account later. I need to maintain a minimum balance of Rs. 10,000. I can withdraw up to Rs. 25,000 in a day. I get the notification immediately whenever I do the transaction.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Expected more,1,hdfc customer care service is not good because i had a deal with the branch for more than 5 times for a single issue this was my salary account at earlier and it was converted into savings account later i need to maintain a minimum balance of rs 10000 i can withdraw up to rs 25000 in a day i get the notification immediately whenever i do the transaction,69,Dissatisfied
ANONYMOUS,2020-01-28,Bangalore,SBI,2.0,"""Improve on employee skills""","SBI is providing a hopeless services to the customer because the people are not so knowledgeable  when I compared to other bank. If i ask for any clarification, I need to roam around 4 people to different authorities and the waiting time is very high.  I have been using this account for beyond 15 years. If we need to get any loan, this account is necessary and the availability of ATM and branches are nearby in all the place so that I chose this account. They need to improve a lot online banking.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Expected more,2,sbi is providing a hopeless services to the customer because the people are not so knowledgeable when i compared to other bank if i ask for any clarification i need to roam around 4 people to different authorities and the waiting time is very high i have been using this account for beyond 15 years if we need to get any loan this account is necessary and the availability of atm and branches are nearby in all the place so that i chose this account they need to improve a lot online banking,93,Dissatisfied
ANONYMOUS,2020-01-28,Bangalore,Kotak,5.0,"""Good Service  but improve on branches""","Kotak Mahindra bank account was holding by my father for few years. Since I was a nominee so I have transferred the account into my name. I need to hold the minimum balance of Rs. 10,000.  The banking service is very good. ATM services are very low which is not that much convenient and they need to work on it.",https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,0,kotak mahindra bank account was holding by my father for few years since i was a nominee so i have transferred the account into my name i need to hold the minimum balance of rs 10000 the banking service is very good atm services are very low which is not that much convenient and they need to work on it,60,Satisfied
K S,2020-01-28,Coimbatore,Unknown,5.0,"""Good Account""","I have taken my savings account from Corporation Bank on 2 years ago and this is my secondary account. Since the branch is located near to my place, so I have selected this bank. I need to maintain a minimum balance of Rs. 1000. Staffs are very helpful in the branch. I never faced any issues on the transaction. I have not used the net banking facility.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1,i have taken my savings account from corporation bank on 2 years ago and this is my secondary account since the branch is located near to my place so i have selected this bank i need to maintain a minimum balance of rs 1000 staffs are very helpful in the branch i never faced any issues on the transaction i have not used the net banking facility,67,Satisfied
SHANKAR,2020-01-28,Coimbatore,Unknown,5.0,"""Good Account""","I have opened the savings account from Indian bank when I was studying in school, because from school side, they have provided this account in the year of 2010 hence I'm continuing with the same account. Net banking facility is okay and mobile app is easy to access. Response in the branch was okay. But  I need to hold the minimum balance of Rs. 1000.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1,i have opened the savings account from indian bank when i was studying in school because from school side they have provided this account in the year of 2010 hence im continuing with the same account net banking facility is okay and mobile app is easy to access response in the branch was okay but i need to hold the minimum balance of rs 1000,65,Satisfied
M SHAIKH,2020-01-28,Pune,HDFC Bank,5.0,"""Excellent Service""",I am using HDFC Bank salary account for the past 2 years .I am using net banking service as well as mobile banking service both are very user friendly .I am using both the service for money transfer and credit card bill payment .I am satisfied with the service so far .,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0,i am using hdfc bank salary account for the past 2 years i am using net banking service as well as mobile banking service both are very user friendly i am using both the service for money transfer and credit card bill payment i am satisfied with the service so far,51,Satisfied
NITIN,2020-01-28,Mumbai,Unknown,4.0,"""Excellent Service""","I have Union Bank OF India Saving account which is very good to use .I am using net banking service which is very user friendly it is used for money transfer .Customer service is also good  if contact for any query and transaction is safe and secure ,I am convenient with the overall service .",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,2,i have union bank of india saving account which is very good to use i am using net banking service which is very user friendly it is used for money transfer customer service is also good if contact for any query and transaction is safe and secure i am convenient with the overall service,54,Satisfied
KATHI,2020-01-28,Guntur,Kotak,5.0,"""Good Service""","5 months ago took the savings account from Kotak Mahindra bank based on my friend's reference. I am maintaining a minimum balance of Rs. 2000. Its good to use the net banking facility and mobile app. Through online, i have opened this account. They have sent the debit card and cheque book through courier.",https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,0,5 months ago took the savings account from kotak mahindra bank based on my friends reference i am maintaining a minimum balance of rs 2000 its good to use the net banking facility and mobile app through online i have opened this account they have sent the debit card and cheque book through courier,54,Satisfied
KATHI,2020-01-28,Guntur,SBI,5.0,"""Good Account""","On 8 years back, I have chosen the savings account from State bank of India because its a Government based bank. I'm maintaining a minimum balance of Rs. 4000. I'm using mobile app and its comfortable to use. Net banking facility is easy to access. When I visited the branch, the staffs are very supportive.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0,on 8 years back i have chosen the savings account from state bank of india because its a government based bank im maintaining a minimum balance of rs 4000 im using mobile app and its comfortable to use net banking facility is easy to access when i visited the branch the staffs are very supportive,55,Satisfied
ANONYMOUS,2020-01-28,Chennai,Unknown,3.0,"""Good Account""","The Standard chartered bank account was created by my previous company even though i left the job, I'm maintaining this account with a zero balance . They are not taking any charges for non balance maintenance. There is no much ATM for standard chartered bank but as usual like other bank they will charge for ATM withdrawal charges if its exceed more than 5 transaction.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Satisfactory,1,the standard chartered bank account was created by my previous company even though i left the job im maintaining this account with a zero balance they are not taking any charges for non balance maintenance there is no much atm for standard chartered bank but as usual like other bank they will charge for atm withdrawal charges if its exceed more than 5 transaction,64,Average
J T,2020-01-28,Chennai,HDFC Bank,4.0,"""Excellent""","HDFC service is a good when I taken my personal loan for the transferring money, they have provided this account to open but I am not sure about the minimum balance. Its very good to use the Internet banking facility because I can do fund transfer easily. When i call the customer care, the response was quick.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Great!,0,hdfc service is a good when i taken my personal loan for the transferring money they have provided this account to open but i am not sure about the minimum balance its very good to use the internet banking facility because i can do fund transfer easily when i call the customer care the response was quick,57,Satisfied
J T,2020-01-28,Chennai,Unknown,1.0,"""Not good experience ""","I am having a salary account from INDIAN Bank and I use it for last 2.5 years back. The service is not that much good because i cannot able to change the money from one account to another account due to server issue. When i withdraw the money from my account, they haven't updated in the system so they put me in a trouble and they hold my salary for 2 months. They said simply its network issue.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Really Bad,5,i am having a salary account from indian bank and i use it for last 25 years back the service is not that much good because i cannot able to change the money from one account to another account due to server issue when i withdraw the money from my account they havent updated in the system so they put me in a trouble and they hold my salary for 2 months they said simply its network issue,78,Dissatisfied
ASHISH,2020-01-28,Gurgaon,Unknown,5.0,"""Best service""","I am having  Allahabad Bank salary account for the past 6 years .I will be getting message alert for all my transactions and also new banking updates.Customer service is giving good response .Other than that everything was  good ,Every transaction is very safe and secure ,banking service is also good .",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1,i am having allahabad bank salary account for the past 6 years i will be getting message alert for all my transactions and also new banking updatescustomer service is giving good response other than that everything was good every transaction is very safe and secure banking service is also good,50,Satisfied
J,2020-01-28,Tuticorin,SBI,4.0,"""Best savings account""","I am having my salary account with SBI. They are not charging minimum balance maintenance, cash deposit and withdrawal getting message alert . I am using this account for almost 3 years. Its good to use an Internet banking and mobile app facility. I have visited their branch and the employee response is really nice.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0,i am having my salary account with sbi they are not charging minimum balance maintenance cash deposit and withdrawal getting message alert i am using this account for almost 3 years its good to use an internet banking and mobile app facility i have visited their branch and the employee response is really nice,54,Satisfied
JAGADEESH,2020-01-28,Bangalore,Kotak,5.0,"""Good one""",I have opened my savings account from KOTAK bank on  3 years back and the main reason was using the account is i don't need to visit the branch for even opening the account. Executive came to my place to collect the documents. Its a zero balance account. Mobile app is very good when I compared with other banks.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,0,i have opened my savings account from kotak bank on 3 years back and the main reason was using the account is i dont need to visit the branch for even opening the account executive came to my place to collect the documents its a zero balance account mobile app is very good when i compared with other banks,59,Satisfied
A A,2020-01-28,Mumbai,HDFC Bank,1.0,"""Need to improve in service""","I  have been using HDFC salary account for almost 1 year. They have provided me a Internet banking, mobile banking. Its a hassle free service . Branch service and responsiveness was not good, need to improve in service and also they are charging high interest.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Really Bad,0,i have been using hdfc salary account for almost 1 year they have provided me a internet banking mobile banking its a hassle free service branch service and responsiveness was not good need to improve in service and also they are charging high interest,44,Dissatisfied
M,2020-01-28,Hyderabad,Axis Bank,5.0,"""Best savings account""","I am using AXIS Bank savings account more than 3 years. No need to maintain minimum balance, because this is a  salary account. The customer service and responsiveness are good and also i am getting  regular alert message if i withdrawn cash from ATM.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0,i am using axis bank savings account more than 3 years no need to maintain minimum balance because this is a salary account the customer service and responsiveness are good and also i am getting regular alert message if i withdrawn cash from atm,44,Satisfied
MUNIGALA  K,2020-01-28,Hyderabad,HDFC Bank,5.0,"""Best savings account""",I am having  my salary account from HDFC bank because as default the account was provided by the company. I'm getting the notification immediately after i do a transaction. I have been using this account for almost 1 year. Its a zero balance since its a salary account. The customer service is good.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,3,i am having my salary account from hdfc bank because as default the account was provided by the company im getting the notification immediately after i do a transaction i have been using this account for almost 1 year its a zero balance since its a salary account the customer service is good,53,Satisfied
R R,2020-01-27,Chennai,SBI,5.0,"""Overall good account""","I am having a salary account from State bank of India. I need to hold the minimum balance of Rs. 500. Their Internet banking and mobile app facility is really good. I went to the branch and it was not that much crowded because the staffs are handling the customer very well. Totally, I'm happy about the services.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0,i am having a salary account from state bank of india i need to hold the minimum balance of rs 500 their internet banking and mobile app facility is really good i went to the branch and it was not that much crowded because the staffs are handling the customer very well totally im happy about the services,58,Satisfied
G,2020-01-27,Bangalore,SBI,5.0,"""Good""",I am using SBI savings account more than10 years. This is salary cum savings account. They are providing 6% interest rate which is good. Its a zero balance account. They have  provided me a debit card with no charges. The customer service and response are good.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0,i am using sbi savings account more than10 years this is salary cum savings account they are providing 6 interest rate which is good its a zero balance account they have provided me a debit card with no charges the customer service and response are good,46,Satisfied
SUNIL,2020-01-27,Mumbai,Unknown,5.0,"""Good service""",I have Thane Janata Sahakari  Bank salary account which I am using for the past 2 years. I will  be receiving message alert only for all transactions and banking updates.  If contact customer service will be getting good response.            I am really satisfied with their service.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,2,i have thane janata sahakari bank salary account which i am using for the past 2 years i will be receiving message alert only for all transactions and banking updates if contact customer service will be getting good response i am really satisfied with their service,46,Satisfied
A C,2020-01-27,Mumbai,Unknown,5.0,"""Best bank ever""","I am using FEDERAL BANK savings account more than 1 year. This is previous company salary account, still I am maintaining it, but no need to maintain minimum balance.  Their  service and response are good. The rate of interest is less for the loans.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,15,i am using federal bank savings account more than 1 year this is previous company salary account still i am maintaining it but no need to maintain minimum balance their service and response are good the rate of interest is less for the loans,44,Satisfied
A,2020-01-27,Mumbai,Unknown,4.0,"""Average""","I have YES  bank savings account, since i am using this account more than 2.5 years. This is salary cums savings, so i no need to maintain minimum balance. Mobile application is user friendly to access. 22 rs charging for multiple transaction. I am using Internet banking that was good.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,1,i have yes bank savings account since i am using this account more than 25 years this is salary cums savings so i no need to maintain minimum balance mobile application is user friendly to access 22 rs charging for multiple transaction i am using internet banking that was good,50,Satisfied
ILABEN,2020-01-27,Ahmedabad,SBI,5.0,"""Good Account""","I am having my salary account with SBI. They are taking lots of charges like minimum balance maintenance, cash deposit and withdrawal. I am using this account for almost 1 year. Its good to use an Internet banking and mobile app facility. I have visited their branch and the employee response is really nice.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0,i am having my salary account with sbi they are taking lots of charges like minimum balance maintenance cash deposit and withdrawal i am using this account for almost 1 year its good to use an internet banking and mobile app facility i have visited their branch and the employee response is really nice,54,Satisfied
