review,clean_review,bank,rating,sentiment
"I am using SBI saving account which i am holding from the year of 2004,  it is with me for the past 16 years. I am using net banking as well as mobile banking service both are used for money transfer. The credit card bill payment and also for recharge. Banking service is very comfortable and much satisfied.",i am using sbi saving account which i am holding from the year of 2004 it is with me for the past 16 years i am using net banking as well as mobile banking service both are used for money transfer the credit card bill payment and also for recharge banking service is very comfortable and much satisfied,SBI,5.0,Satisfied
I'm holding the salary account from Karnataka Bank for more than a year. The account was opened by the company and its a zero balance account hence I don't have to maintain any minimum balance. Its convenient to use the net banking facility and mobile app is working fast. I use to get immediate notification whenever I do the transaction.,im holding the salary account from karnataka bank for more than a year the account was opened by the company and its a zero balance account hence i dont have to maintain any minimum balance its convenient to use the net banking facility and mobile app is working fast i use to get immediate notification whenever i do the transaction,Unknown,4.5,Satisfied
I have selected Union bank to open my savings account on 1.5 years back because its  Government bank which located near to my house. Its a zero balance account. I went to their branch to open this account and the response was superb. Its easy to access their net banking facility.,i have selected union bank to open my savings account on 15 years back because its government bank which located near to my house its a zero balance account i went to their branch to open this account and the response was superb its easy to access their net banking facility,Unknown,5.0,Satisfied
"I have opened the salary account from AXIS bank in the year of 2017. From my company they have provided this account.  Its a zero balance account. Its good to use the Internet banking and mobile app facility. There will be a charges for other ATM withdrawals as per RBI rules. Through SMS, i get the notification immediately whenever I do the transaction.",i have opened the salary account from axis bank in the year of 2017 from my company they have provided this account its a zero balance account its good to use the internet banking and mobile app facility there will be a charges for other atm withdrawals as per rbi rules through sms i get the notification immediately whenever i do the transaction,Axis Bank,5.0,Satisfied
I have SBI Saving account for the past 9 years .I will be getting message alert as well as email alerts.Customer service is also good and getting good response if contact for any assistance. According to my experience with this bank banking service is much comfortable and satisfied .,i have sbi saving account for the past 9 years i will be getting message alert as well as email alertscustomer service is also good and getting good response if contact for any assistance according to my experience with this bank banking service is much comfortable and satisfied,SBI,4.5,Satisfied
"20 years before, my company has provided me a salary account from Indian Overseas Bank. I need to hold a minimum balance of Rs. 1000 since I'm a existing customer if I'm a new customer i need to maintain a minimum balance of Rs. 5000. I have not activated the net banking and mobile app facility. I could see the branches in all the locations.",20 years before my company has provided me a salary account from indian overseas bank i need to hold a minimum balance of rs 1000 since im a existing customer if im a new customer i need to maintain a minimum balance of rs 5000 i have not activated the net banking and mobile app facility i could see the branches in all the locations,Unknown,4.0,Satisfied
I have opened the savings account from Axis bank before 1.6 years ago and I have went to the branch directly to open this account. No need to maintain a minimum balance . Its easy to access the Internet banking and mobile app. Branch experience is also good.,i have opened the savings account from axis bank before 16 years ago and i have went to the branch directly to open this account no need to maintain a minimum balance its easy to access the internet banking and mobile app branch experience is also good,Axis Bank,4.5,Satisfied
"I am using HDFC  Bank savings account for more than 5 years. I never withdrawn cash, generally i use UPI, Net banking,  Google pay and more for an easy payment. I spoke to bank executive directly, it was good.  This overall service and responsiveness was good.",i am using hdfc bank savings account for more than 5 years i never withdrawn cash generally i use upi net banking google pay and more for an easy payment i spoke to bank executive directly it was good this overall service and responsiveness was good,HDFC Bank,5.0,Satisfied
"I am holding  savings account with Indian bank for more than 20 years. I need to maintain minimum balance of Rs. 1,000. There is no hidden charges in this bank. I am using mobile app and it is very user friendly to access. ATM and branches are near and convenient.",i am holding savings account with indian bank for more than 20 years i need to maintain minimum balance of rs 1000 there is no hidden charges in this bank i am using mobile app and it is very user friendly to access atm and branches are near and convenient,Unknown,5.0,Satisfied
I have been having saving account with KOTAK BANK for more than 2 years. It is a zero balance account. ATM charges are avail   but usually I use to do transaction less than that and mostly I use online transaction. ATMs and branches services are good.,i have been having saving account with kotak bank for more than 2 years it is a zero balance account atm charges are avail but usually i use to do transaction less than that and mostly i use online transaction atms and branches services are good,Kotak,4.0,Satisfied
I have been maintain a salary account with COSMOS COOPERATIVE BANK for the past 12 years. No need to maintain a minimum balance account. I am using mobile app and net banking both are good to access.  I use to get  alert message on time whenever I do a transaction.,i have been maintain a salary account with cosmos cooperative bank for the past 12 years no need to maintain a minimum balance account i am using mobile app and net banking both are good to access i use to get alert message on time whenever i do a transaction,Unknown,5.0,Satisfied
"Opened my salary account from Axis bank because my friend recommended me to chose this account. Its a zero balance account. Its good to use the net banking facility and mobile app. I went to the Angamally branch and they are responding well to the customer but in call centre, they are not giving proper response which they need to improve.",opened my salary account from axis bank because my friend recommended me to chose this account its a zero balance account its good to use the net banking facility and mobile app i went to the angamally branch and they are responding well to the customer but in call centre they are not giving proper response which they need to improve,Axis Bank,5.0,Satisfied
"I hold salary account with Andhra Bank from 2013. I use mostly net banking and other app for transaction. I will not go for ATM withdrawal. Transaction are free in same bank ATM, in other bank if we exceed 5 transaction they charge Rs.21. Mobile application user friendly. The minimum balance need to maintain is Rs.1000.",i hold salary account with andhra bank from 2013 i use mostly net banking and other app for transaction i will not go for atm withdrawal transaction are free in same bank atm in other bank if we exceed 5 transaction they charge rs21 mobile application user friendly the minimum balance need to maintain is rs1000,Unknown,4.5,Satisfied
"I will get good response from BANK OF BARODA always when I reach out to branch. I am holding savings account for more than 4 years. Minimum balance need to maintain is Rs.1000, if not I will get notification message.  All same bank ATM transactions are free, it is chargeable in other bank after 5 transactions.",i will get good response from bank of baroda always when i reach out to branch i am holding savings account for more than 4 years minimum balance need to maintain is rs1000 if not i will get notification message all same bank atm transactions are free it is chargeable in other bank after 5 transactions,Unknown,5.0,Satisfied
I have opened my savings account in SBI before 5 years back. My experience is very very good and I like the customer service is also good. I need to maintain a minimum balance of 3K. I took an International debit card and annual fee is there not sure .,i have opened my savings account in sbi before 5 years back my experience is very very good and i like the customer service is also good i need to maintain a minimum balance of 3k i took an international debit card and annual fee is there not sure,SBI,5.0,Satisfied
I have opened the 811 savings account from Kotak Mahindra bank. I have applied the savings account through online but i have never made any transaction till now. I don't need to visit the branch directly and i can do everything through online so i have selected this bank. I have logged on to their net banking its easy to access. Collection executive came to my place to get all my documents.,i have opened the 811 savings account from kotak mahindra bank i have applied the savings account through online but i have never made any transaction till now i dont need to visit the branch directly and i can do everything through online so i have selected this bank i have logged on to their net banking its easy to access collection executive came to my place to get all my documents,Kotak,4.0,Satisfied
"I have been started using the salary account from HDFC account 3.5 years ago. Its a zero balance account. I can withdraw up to Rs. 20,000 per day. Once i have visited the branch to give the change of address request and the response was okay and the staff was helpful. People doesn't have any current address proof, they must provide the option to update the address in online.",i have been started using the salary account from hdfc account 35 years ago its a zero balance account i can withdraw up to rs 20000 per day once i have visited the branch to give the change of address request and the response was okay and the staff was helpful people doesnt have any current address proof they must provide the option to update the address in online,HDFC Bank,4.0,Satisfied
"I have a savings account with Corporation Bank for past 5 years. I am using Debit card there is no transaction fee in same bank ATM withdrawal, only 3 transaction are free further they will be charging Rs.20 for each. Minimum balance need to maintain is Rs.100. Notifications are send on time.",i have a savings account with corporation bank for past 5 years i am using debit card there is no transaction fee in same bank atm withdrawal only 3 transaction are free further they will be charging rs20 for each minimum balance need to maintain is rs100 notifications are send on time,Unknown,4.0,Satisfied
"My salary account is maintained in HDFC Bank for nearly 1.5 years. It is a zero balance account, no need to maintain minimum balance. Till now there was no issues, the rate of interest is very less for the loans and there is no hidden charges moreover its a friendly bank according to my experience. I am using the online service which is very good.",my salary account is maintained in hdfc bank for nearly 15 years it is a zero balance account no need to maintain minimum balance till now there was no issues the rate of interest is very less for the loans and there is no hidden charges moreover its a friendly bank according to my experience i am using the online service which is very good,HDFC Bank,5.0,Satisfied
"I am using HDFC Bank saving account which was recently opened by myself.I am using net banking as well as mobile banking service  both are used for money transfer ,credit card bill payment and also for recharge.Customer service is also good and i am satisfied with the service so far.",i am using hdfc bank saving account which was recently opened by myselfi am using net banking as well as mobile banking service both are used for money transfer credit card bill payment and also for rechargecustomer service is also good and i am satisfied with the service so far,HDFC Bank,5.0,Satisfied
"My salary account is maintained with AXIS Bank, i am doing all my transactions through this Bank and Its been 4 years. There is no requirement for minimum balance. The branch is near to my residence. Customer service and responsiveness was not good, need to improve in their service.",my salary account is maintained with axis bank i am doing all my transactions through this bank and its been 4 years there is no requirement for minimum balance the branch is near to my residence customer service and responsiveness was not good need to improve in their service,Axis Bank,2.0,Dissatisfied
"HDFC is a very good bank, their executive is understanding the customer concern and ready to help at any cost.  I have been using the savings account for last 4 months. I have to maintain minimum balance of 10,000 rupees.  The customer service and responsiveness are good.",hdfc is a very good bank their executive is understanding the customer concern and ready to help at any cost i have been using the savings account for last 4 months i have to maintain minimum balance of 10000 rupees the customer service and responsiveness are good,HDFC Bank,4.0,Satisfied
"I have opened the salary account from Axis bank from many years ago and I have went to the branch to open this account. Need to maintain a minimum balance of Rs. 10,000. Its easy to access the Internet banking and mobile app.  Branch experience is not good because the employees are not proper service.",i have opened the salary account from axis bank from many years ago and i have went to the branch to open this account need to maintain a minimum balance of rs 10000 its easy to access the internet banking and mobile app branch experience is not good because the employees are not proper service,Axis Bank,5.0,Satisfied
I have SBI Saving account for the past 5 to 6 years .I will be getting message alert as well as email alerts.Customer service is also good and getting good response if contact  for any assistsance .According to my experience banking service is much comfortable and satisfied .,i have sbi saving account for the past 5 to 6 years i will be getting message alert as well as email alertscustomer service is also good and getting good response if contact for any assistsance according to my experience banking service is much comfortable and satisfied,SBI,3.0,Average
"When my father taken the housing loan, they have asked me to opened the savings account from SBI. 6 months before, i opened this account. I need to maintain a minimum balance of Rs. 3000. I don't activate the net banking facility and mobile app. When i went to the branch the service was good.",when my father taken the housing loan they have asked me to opened the savings account from sbi 6 months before i opened this account i need to maintain a minimum balance of rs 3000 i dont activate the net banking facility and mobile app when i went to the branch the service was good,SBI,5.0,Satisfied
"Andhra bank is near to my house hence its better for me to walk in the branch. For cash deposit purpose, i have opened the savings account from this bank. I need to maintain a mandatory balance amount of Rs. 1000. I'm using the mobile banking of this bank and its easy to the fund transfer also.",andhra bank is near to my house hence its better for me to walk in the branch for cash deposit purpose i have opened the savings account from this bank i need to maintain a mandatory balance amount of rs 1000 im using the mobile banking of this bank and its easy to the fund transfer also,Unknown,5.0,Satisfied
"I have been using HDFC salary account for almost 3 years. They have provided me a Internet banking, mobile banking which is good. Its a hassle free account to use because i never faced any problems till now, customer service and responsiveness was good.",i have been using hdfc salary account for almost 3 years they have provided me a internet banking mobile banking which is good its a hassle free account to use because i never faced any problems till now customer service and responsiveness was good,HDFC Bank,3.0,Average
"HDFC customer care service is not good  because I  had a deal with the branch for more than 5 times for a single issue. This was my salary account at earlier and it was converted into savings account later. I need to maintain a minimum balance of Rs. 10,000. I can withdraw up to Rs. 25,000 in a day. I get the notification immediately whenever I do the transaction.",hdfc customer care service is not good because i had a deal with the branch for more than 5 times for a single issue this was my salary account at earlier and it was converted into savings account later i need to maintain a minimum balance of rs 10000 i can withdraw up to rs 25000 in a day i get the notification immediately whenever i do the transaction,HDFC Bank,2.0,Dissatisfied
"SBI is providing a hopeless services to the customer because the people are not so knowledgeable  when I compared to other bank. If i ask for any clarification, I need to roam around 4 people to different authorities and the waiting time is very high.  I have been using this account for beyond 15 years. If we need to get any loan, this account is necessary and the availability of ATM and branches are nearby in all the place so that I chose this account. They need to improve a lot online banking.",sbi is providing a hopeless services to the customer because the people are not so knowledgeable when i compared to other bank if i ask for any clarification i need to roam around 4 people to different authorities and the waiting time is very high i have been using this account for beyond 15 years if we need to get any loan this account is necessary and the availability of atm and branches are nearby in all the place so that i chose this account they need to improve a lot online banking,SBI,2.0,Dissatisfied
"Kotak Mahindra bank account was holding by my father for few years. Since I was a nominee so I have transferred the account into my name. I need to hold the minimum balance of Rs. 10,000.  The banking service is very good. ATM services are very low which is not that much convenient and they need to work on it.",kotak mahindra bank account was holding by my father for few years since i was a nominee so i have transferred the account into my name i need to hold the minimum balance of rs 10000 the banking service is very good atm services are very low which is not that much convenient and they need to work on it,Kotak,5.0,Satisfied
"I have taken my savings account from Corporation Bank on 2 years ago and this is my secondary account. Since the branch is located near to my place, so I have selected this bank. I need to maintain a minimum balance of Rs. 1000. Staffs are very helpful in the branch. I never faced any issues on the transaction. I have not used the net banking facility.",i have taken my savings account from corporation bank on 2 years ago and this is my secondary account since the branch is located near to my place so i have selected this bank i need to maintain a minimum balance of rs 1000 staffs are very helpful in the branch i never faced any issues on the transaction i have not used the net banking facility,Unknown,5.0,Satisfied
"I have opened the savings account from Indian bank when I was studying in school, because from school side, they have provided this account in the year of 2010 hence I'm continuing with the same account. Net banking facility is okay and mobile app is easy to access. Response in the branch was okay. But  I need to hold the minimum balance of Rs. 1000.",i have opened the savings account from indian bank when i was studying in school because from school side they have provided this account in the year of 2010 hence im continuing with the same account net banking facility is okay and mobile app is easy to access response in the branch was okay but i need to hold the minimum balance of rs 1000,Unknown,5.0,Satisfied
I am using HDFC Bank salary account for the past 2 years .I am using net banking service as well as mobile banking service both are very user friendly .I am using both the service for money transfer and credit card bill payment .I am satisfied with the service so far .,i am using hdfc bank salary account for the past 2 years i am using net banking service as well as mobile banking service both are very user friendly i am using both the service for money transfer and credit card bill payment i am satisfied with the service so far,HDFC Bank,5.0,Satisfied
"I have Union Bank OF India Saving account which is very good to use .I am using net banking service which is very user friendly it is used for money transfer .Customer service is also good  if contact for any query and transaction is safe and secure ,I am convenient with the overall service .",i have union bank of india saving account which is very good to use i am using net banking service which is very user friendly it is used for money transfer customer service is also good if contact for any query and transaction is safe and secure i am convenient with the overall service,Unknown,4.0,Satisfied
"5 months ago took the savings account from Kotak Mahindra bank based on my friend's reference. I am maintaining a minimum balance of Rs. 2000. Its good to use the net banking facility and mobile app. Through online, i have opened this account. They have sent the debit card and cheque book through courier.",5 months ago took the savings account from kotak mahindra bank based on my friends reference i am maintaining a minimum balance of rs 2000 its good to use the net banking facility and mobile app through online i have opened this account they have sent the debit card and cheque book through courier,Kotak,5.0,Satisfied
"On 8 years back, I have chosen the savings account from State bank of India because its a Government based bank. I'm maintaining a minimum balance of Rs. 4000. I'm using mobile app and its comfortable to use. Net banking facility is easy to access. When I visited the branch, the staffs are very supportive.",on 8 years back i have chosen the savings account from state bank of india because its a government based bank im maintaining a minimum balance of rs 4000 im using mobile app and its comfortable to use net banking facility is easy to access when i visited the branch the staffs are very supportive,SBI,5.0,Satisfied
"The Standard chartered bank account was created by my previous company even though i left the job, I'm maintaining this account with a zero balance . They are not taking any charges for non balance maintenance. There is no much ATM for standard chartered bank but as usual like other bank they will charge for ATM withdrawal charges if its exceed more than 5 transaction.",the standard chartered bank account was created by my previous company even though i left the job im maintaining this account with a zero balance they are not taking any charges for non balance maintenance there is no much atm for standard chartered bank but as usual like other bank they will charge for atm withdrawal charges if its exceed more than 5 transaction,Unknown,3.0,Average
"HDFC service is a good when I taken my personal loan for the transferring money, they have provided this account to open but I am not sure about the minimum balance. Its very good to use the Internet banking facility because I can do fund transfer easily. When i call the customer care, the response was quick.",hdfc service is a good when i taken my personal loan for the transferring money they have provided this account to open but i am not sure about the minimum balance its very good to use the internet banking facility because i can do fund transfer easily when i call the customer care the response was quick,HDFC Bank,4.0,Satisfied
"I am having a salary account from INDIAN Bank and I use it for last 2.5 years back. The service is not that much good because i cannot able to change the money from one account to another account due to server issue. When i withdraw the money from my account, they haven't updated in the system so they put me in a trouble and they hold my salary for 2 months. They said simply its network issue.",i am having a salary account from indian bank and i use it for last 25 years back the service is not that much good because i cannot able to change the money from one account to another account due to server issue when i withdraw the money from my account they havent updated in the system so they put me in a trouble and they hold my salary for 2 months they said simply its network issue,Unknown,1.0,Dissatisfied
"I am having  Allahabad Bank salary account for the past 6 years .I will be getting message alert for all my transactions and also new banking updates.Customer service is giving good response .Other than that everything was  good ,Every transaction is very safe and secure ,banking service is also good .",i am having allahabad bank salary account for the past 6 years i will be getting message alert for all my transactions and also new banking updatescustomer service is giving good response other than that everything was good every transaction is very safe and secure banking service is also good,Unknown,5.0,Satisfied
"I am having my salary account with SBI. They are not charging minimum balance maintenance, cash deposit and withdrawal getting message alert . I am using this account for almost 3 years. Its good to use an Internet banking and mobile app facility. I have visited their branch and the employee response is really nice.",i am having my salary account with sbi they are not charging minimum balance maintenance cash deposit and withdrawal getting message alert i am using this account for almost 3 years its good to use an internet banking and mobile app facility i have visited their branch and the employee response is really nice,SBI,4.0,Satisfied
I have opened my savings account from KOTAK bank on  3 years back and the main reason was using the account is i don't need to visit the branch for even opening the account. Executive came to my place to collect the documents. Its a zero balance account. Mobile app is very good when I compared with other banks.,i have opened my savings account from kotak bank on 3 years back and the main reason was using the account is i dont need to visit the branch for even opening the account executive came to my place to collect the documents its a zero balance account mobile app is very good when i compared with other banks,Kotak,5.0,Satisfied
"I  have been using HDFC salary account for almost 1 year. They have provided me a Internet banking, mobile banking. Its a hassle free service . Branch service and responsiveness was not good, need to improve in service and also they are charging high interest.",i have been using hdfc salary account for almost 1 year they have provided me a internet banking mobile banking its a hassle free service branch service and responsiveness was not good need to improve in service and also they are charging high interest,HDFC Bank,1.0,Dissatisfied
"I am using AXIS Bank savings account more than 3 years. No need to maintain minimum balance, because this is a  salary account. The customer service and responsiveness are good and also i am getting  regular alert message if i withdrawn cash from ATM.",i am using axis bank savings account more than 3 years no need to maintain minimum balance because this is a salary account the customer service and responsiveness are good and also i am getting regular alert message if i withdrawn cash from atm,Axis Bank,5.0,Satisfied
I am having  my salary account from HDFC bank because as default the account was provided by the company. I'm getting the notification immediately after i do a transaction. I have been using this account for almost 1 year. Its a zero balance since its a salary account. The customer service is good.,i am having my salary account from hdfc bank because as default the account was provided by the company im getting the notification immediately after i do a transaction i have been using this account for almost 1 year its a zero balance since its a salary account the customer service is good,HDFC Bank,5.0,Satisfied
"I am having a salary account from State bank of India. I need to hold the minimum balance of Rs. 500. Their Internet banking and mobile app facility is really good. I went to the branch and it was not that much crowded because the staffs are handling the customer very well. Totally, I'm happy about the services.",i am having a salary account from state bank of india i need to hold the minimum balance of rs 500 their internet banking and mobile app facility is really good i went to the branch and it was not that much crowded because the staffs are handling the customer very well totally im happy about the services,SBI,5.0,Satisfied
I am using SBI savings account more than10 years. This is salary cum savings account. They are providing 6% interest rate which is good. Its a zero balance account. They have  provided me a debit card with no charges. The customer service and response are good.,i am using sbi savings account more than10 years this is salary cum savings account they are providing 6 interest rate which is good its a zero balance account they have provided me a debit card with no charges the customer service and response are good,SBI,5.0,Satisfied
I have Thane Janata Sahakari  Bank salary account which I am using for the past 2 years. I will  be receiving message alert only for all transactions and banking updates.  If contact customer service will be getting good response.            I am really satisfied with their service.,i have thane janata sahakari bank salary account which i am using for the past 2 years i will be receiving message alert only for all transactions and banking updates if contact customer service will be getting good response i am really satisfied with their service,Unknown,5.0,Satisfied
"I am using FEDERAL BANK savings account more than 1 year. This is previous company salary account, still I am maintaining it, but no need to maintain minimum balance.  Their  service and response are good. The rate of interest is less for the loans.",i am using federal bank savings account more than 1 year this is previous company salary account still i am maintaining it but no need to maintain minimum balance their service and response are good the rate of interest is less for the loans,Unknown,5.0,Satisfied
"I have YES  bank savings account, since i am using this account more than 2.5 years. This is salary cums savings, so i no need to maintain minimum balance. Mobile application is user friendly to access. 22 rs charging for multiple transaction. I am using Internet banking that was good.",i have yes bank savings account since i am using this account more than 25 years this is salary cums savings so i no need to maintain minimum balance mobile application is user friendly to access 22 rs charging for multiple transaction i am using internet banking that was good,Unknown,4.0,Satisfied
"I am having my salary account with SBI. They are taking lots of charges like minimum balance maintenance, cash deposit and withdrawal. I am using this account for almost 1 year. Its good to use an Internet banking and mobile app facility. I have visited their branch and the employee response is really nice.",i am having my salary account with sbi they are taking lots of charges like minimum balance maintenance cash deposit and withdrawal i am using this account for almost 1 year its good to use an internet banking and mobile app facility i have visited their branch and the employee response is really nice,SBI,5.0,Satisfied
DBS Bank service is very good  and  I have been maintaining savings account. No need to maintain minimum balance and using this account for cash withdrawal and online transaction and net banking. They are very helpful and the customer service was good.,dbs bank service is very good and i have been maintaining savings account no need to maintain minimum balance and using this account for cash withdrawal and online transaction and net banking they are very helpful and the customer service was good,Unknown,4.0,Satisfied
"I have been using salary account with Oriental Bank Of Commerce or more than 8 months and its been very good experience. They  interest rate for savings account really don't know . I'm using mobile banking for checking balance and to do transactions. Their app is easy to access, no need to maintain minimum balance.",i have been using salary account with oriental bank of commerce or more than 8 months and its been very good experience they interest rate for savings account really dont know im using mobile banking for checking balance and to do transactions their app is easy to access no need to maintain minimum balance,Unknown,4.0,Satisfied
"I have opened the savings account with Central Bank of India almost 3 years. They took 2 days to activate the account. I am using online banking and mobile app. Transactions are quite normal. Whenever I'm depositing the money, I'm getting the notifications on time. Overall, I'm satisfied with their services and I have to maintain a minimum balance of Rs. 1,000.",i have opened the savings account with central bank of india almost 3 years they took 2 days to activate the account i am using online banking and mobile app transactions are quite normal whenever im depositing the money im getting the notifications on time overall im satisfied with their services and i have to maintain a minimum balance of rs 1000,Unknown,4.0,Satisfied
"I have been using HDFC salary account for almost 4.5 years. They have provided me a Internet banking, mobile banking and cheque book. Its a hassle free account to use because i never faced any problems till now. Frequently i have visited the branch for a loan concern and the response was really good. Staffs are very co-operative.",i have been using hdfc salary account for almost 45 years they have provided me a internet banking mobile banking and cheque book its a hassle free account to use because i never faced any problems till now frequently i have visited the branch for a loan concern and the response was really good staffs are very cooperative,HDFC Bank,5.0,Satisfied
"My savings account is in VIJAYA Bank and I am using this account quite for a long time. Need to maintain minimum balance of Rs. 2,000 and also debit card charges is there annually. Customer service was good in this bank if I swipe card from ATM i am not  getting cash so I use to swipe from other bank hence they putting some charges. The customer service & interest rate are good.",my savings account is in vijaya bank and i am using this account quite for a long time need to maintain minimum balance of rs 2000 and also debit card charges is there annually customer service was good in this bank if i swipe card from atm i am not getting cash so i use to swipe from other bank hence they putting some charges the customer service interest rate are good,Unknown,4.0,Satisfied
I have taken the savings account from DBS bank. I am using the Internet banking and mobile app both are  really good. Its a zero balance account and when I went to an event one executive has approached me about this card offer. I have not visited the branch till now. They have given me a welcome kit instantly so I open the account.,i have taken the savings account from dbs bank i am using the internet banking and mobile app both are really good its a zero balance account and when i went to an event one executive has approached me about this card offer i have not visited the branch till now they have given me a welcome kit instantly so i open the account,Unknown,5.0,Satisfied
"I have opened the savings account from Kotak Mahindra bank on 3 years back and it was my previous company salary account once i left the company, i have stopped using this account. I didn't convert into savings account also. I have never used the Internet banking facility but mobile app is really good. Recently they have sent me a message to change the account into savings account which is a zero balance account.",i have opened the savings account from kotak mahindra bank on 3 years back and it was my previous company salary account once i left the company i have stopped using this account i didnt convert into savings account also i have never used the internet banking facility but mobile app is really good recently they have sent me a message to change the account into savings account which is a zero balance account,Kotak,4.0,Satisfied
"I have been using HDFC savings account, it is salary comes savings and i am using this account more than 2 years. Its been very good experience. They are giving some interest rate for savings account and its okay. I'm using mobile banking for checking balance and to do transactions. Their app is easy to access.",i have been using hdfc savings account it is salary comes savings and i am using this account more than 2 years its been very good experience they are giving some interest rate for savings account and its okay im using mobile banking for checking balance and to do transactions their app is easy to access,HDFC Bank,4.0,Satisfied
I'm using a  salary account from Corporation bank  account for last 4 years. I need to maintain a minimum balance of Rs. 1000. Their Internet banking facility is easy to access. Last month i have visited their branch for the cheque deposit and the response was really great.,im using a salary account from corporation bank account for last 4 years i need to maintain a minimum balance of rs 1000 their internet banking facility is easy to access last month i have visited their branch for the cheque deposit and the response was really great,Unknown,5.0,Satisfied
I have taken my salary account from HDFC bank because as default the account was provided by the company. I'm getting the notification immediately after i do a transaction. I have been using this account for almost 4 years. Its a zero minimum balance account since its a salary account. I never stepped into their  branch till now.,i have taken my salary account from hdfc bank because as default the account was provided by the company im getting the notification immediately after i do a transaction i have been using this account for almost 4 years its a zero minimum balance account since its a salary account i never stepped into their branch till now,HDFC Bank,5.0,Satisfied
"Allahabad bank service is really good. When i was in a private job, they were offered me a salary account from Allahabad bank when i leave that job, i have converted into savings account. I need to maintain a minimum balance of Rs. 2000. I'm not using the Internet banking facility with this  bank. They haven't taken me any kind of hidden charges.",allahabad bank service is really good when i was in a private job they were offered me a salary account from allahabad bank when i leave that job i have converted into savings account i need to maintain a minimum balance of rs 2000 im not using the internet banking facility with this bank they havent taken me any kind of hidden charges,Unknown,4.0,Satisfied
"Using my salary account from State bank of India. Since 2011, i'm using this account. Banking service is good in some branches. The service will get differ depends on the branch people. There is no need to maintain a minimum balance. Customer care has to be improved in SBI because any of the queries, they won't respond properly. They take much time in the branch.",using my salary account from state bank of india since 2011 im using this account banking service is good in some branches the service will get differ depends on the branch people there is no need to maintain a minimum balance customer care has to be improved in sbi because any of the queries they wont respond properly they take much time in the branch,SBI,4.0,Satisfied
"I have opened the salary account from State bank of India on 2015,  without any particular reason. Its a zero minimum balance account since its a salary account. I can withdraw up to Rs. 40,000 from the ATM. They are not taking any kind of extra charges. The branch is little bit crowd but the staff response is good.",i have opened the salary account from state bank of india on 2015 without any particular reason its a zero minimum balance account since its a salary account i can withdraw up to rs 40000 from the atm they are not taking any kind of extra charges the branch is little bit crowd but the staff response is good,SBI,5.0,Satisfied
I am having a savings account from Canara Bank. They have a huge queue in the branch even if i want to do a single transaction and the employees are not polite and profession in the word to speak with the customer. I use this account for more than 8 years. My parents created this account on my name when i was young.,i am having a savings account from canara bank they have a huge queue in the branch even if i want to do a single transaction and the employees are not polite and profession in the word to speak with the customer i use this account for more than 8 years my parents created this account on my name when i was young,Canara Bank,1.0,Dissatisfied
I don't have any issue with  HDFC bank regarding their service. They have assigned me a customer relationship officer so my problem will get resolved easily. I have been holding the salary account with this bank for more than a year. Its great to have the net banking facility. I have visited the nearby branch on a occasion basis and the staffs are very genuine.,i dont have any issue with hdfc bank regarding their service they have assigned me a customer relationship officer so my problem will get resolved easily i have been holding the salary account with this bank for more than a year its great to have the net banking facility i have visited the nearby branch on a occasion basis and the staffs are very genuine,HDFC Bank,5.0,Satisfied
"I have opened the savings account in United Bank of India on the year of 2018. They took 15 days to activate the account. I never used  online banking and mobile app. Transactions are quite normal. Whenever I'm depositing the money, I'm getting the notifications on time. Overall, I'm satisfied with their services.",i have opened the savings account in united bank of india on the year of 2018 they took 15 days to activate the account i never used online banking and mobile app transactions are quite normal whenever im depositing the money im getting the notifications on time overall im satisfied with their services,Unknown,4.0,Satisfied
No hidden charges are deducted in my SBI. Took my savings account more than 12 years ago. My family recommended me about this bank.  I need to maintain a balance of Rs. 3000. Its good to use the net banking facility and mobile app. The branch is not much crowded and the response is really good.,no hidden charges are deducted in my sbi took my savings account more than 12 years ago my family recommended me about this bank i need to maintain a balance of rs 3000 its good to use the net banking facility and mobile app the branch is not much crowded and the response is really good,SBI,4.0,Satisfied
"The best about HDFC account is that they are providing me a good services. I am holding this account for more than 5 years. I need to hold the minimum balance of Rs. 5000. Whenever I'm in a need, i used to visit the branch for the cash withdrawal and the response was really good. Staff response is quite good.",the best about hdfc account is that they are providing me a good services i am holding this account for more than 5 years i need to hold the minimum balance of rs 5000 whenever im in a need i used to visit the branch for the cash withdrawal and the response was really good staff response is quite good,HDFC Bank,4.0,Satisfied
I am having my salary account with HDFC bank. Its a very good bank to use. I am using this account for more than 3.5 years and the account is provided from my office so its a zero balance account. They are providing offers for even debit card but I'm not interested on that. Their banking service is fine in the branch.,i am having my salary account with hdfc bank its a very good bank to use i am using this account for more than 35 years and the account is provided from my office so its a zero balance account they are providing offers for even debit card but im not interested on that their banking service is fine in the branch,HDFC Bank,5.0,Satisfied
